Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B2-011,2,Mogu više!,B2-M02,Samostalnije kod kuće,11,"Voda, struja i kvar: kada stati?",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise a fault requiring adult or professional help,"Sort leak, exposed-wire and normal-use picture scenarios",Keeps distance and selects the appropriate help route,L - low-risk paper/ordinary activity,"No mains work, fuse work or approaching electrics near water",Qualified electrician and plumber,ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-011-W01;B2-011-C01;B2-011-TG;B2-011-PG;B2-M02-MISSION,B2-011-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-012,2,Mogu više!,B2-M02,Samostalnije kod kuće,12,Dogovor o kućnim poslovima,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Negotiate a fair, accessible division of routine tasks",Create a fictional shared-home task rota,"Includes review, support and a way to renegotiate",L - low-risk paper/ordinary activity,Never presume the child is responsible for adult caregiving,School psychologist,OSR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-012-W01;B2-012-C01;B2-012-TG;B2-012-PG;B2-M02-MISSION,B2-012-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
B2-013,2,Mogu više!,B2-M03,Mogu pripremiti obrok,13,"Nož, vrućina i sigurno radno mjesto",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Prepare a safe kitchen workspace and cutting technique,Rehearse with a training tool before supervised suitable-food cutting,Demonstrates stable setup and stops on unsafe conditions,A - responsible adult actively supervises practical activity,Adult present; tool and heat access adjusted to competence; no speed contests,Chef and food-safety reviewer,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-013-W01;B2-013-C01;B2-013-TG;B2-013-PG;B2-M03-MISSION,B2-013-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-014,2,Mogu više!,B2-M03,Mogu pripremiti obrok,14,Pripremam jednostavan proteinski obrok,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Follow one tested egg or suitable alternative recipe,Cook an approved simple recipe with an adult or sequence photo cards,"Checks hygiene, allergens and the recipe's safety checkpoints",A - responsible adult actively supervises practical activity,Allergen alternatives and verified cooking guidance; no raw tasting,Chef and dietitian,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-048,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-014-W01;B2-014-C01;B2-014-TG;B2-014-PG;B2-M03-MISSION,B2-014-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-015,2,Mogu više!,B2-M03,Mogu pripremiti obrok,15,Tjestenina ili riža bez panike,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Follow a tested staple-food recipe and manage hot water safely,Make one portion with adult support or complete a dry-run sequence,Explains hot-water handling and leftovers plan,A - responsible adult actively supervises practical activity,Adult controls lifting and draining heavy hot pans; storage advice reviewed,Chef and food-safety reviewer,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-015-W01;B2-015-C01;B2-015-TG;B2-015-PG;B2-M03-MISSION,B2-015-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-016,2,Mogu više!,B2-M03,Mogu pripremiti obrok,16,Juha ili varivo od povrća,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Combine preparation, cooking and cleanup in one simple meal",Prepare an approved vegetable soup or no-heat planning equivalent,Follows order and keeps raw/ready-to-eat items appropriately separate,A - responsible adult actively supervises practical activity,"Reviewed knife, heat and allergy controls; no pressure cookers",Chef and food-safety reviewer,ZDR;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-016-W01;B2-016-C01;B2-016-TG;B2-016-PG;B2-M03-MISSION,B2-016-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S05;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-017,2,Mogu više!,B2-M03,Mogu pripremiti obrok,17,Recept za dvoje postaje recept za četvero,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Scale quantities and estimate portion cost,Double a tested recipe using teaching prices and measure dry ingredients,Calculates quantities and identifies rounding or pack leftovers,A - responsible adult actively supervises practical activity,Scaling mathematics does not automatically scale cooking times,Math teacher and chef,POD;UKU;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-017-W01;B2-017-C01;B2-017-TG;B2-017-PG;B2-M03-MISSION,B2-017-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03;S07;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-018,2,Mogu više!,B2-M03,Mogu pripremiti obrok,18,"Etiketa, alergeni i sigurno čuvanje",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Read food labels and ask when storage or allergens are uncertain,Compare mock labels and choose a reviewed storage plan,Identifies allergen information and rejects unsafe guessing,L - low-risk paper/ordinary activity,No tasting uncertain food; expert checks date-label and storage wording,Food-safety reviewer,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-048;CM-050,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-018-W01;B2-018-C01;B2-018-TG;B2-018-PG;B2-M03-MISSION,B2-018-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
B2-019,2,Mogu više!,B2-M04,Upravljam džeparcem,19,Plan za moj džeparac,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Build a simple budget with spending, saving and a buffer",Allocate fictional monthly tokens and handle a surprise expense,Balances the budget and explains one adjustment,L - low-risk paper/ordinary activity,No real pocket-money disclosure or assumption that everyone receives money,Financial-literacy educator,POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-003;CM-004,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-019-W01;B2-019-C01;B2-019-TG;B2-019-PG;B2-M04-MISSION,B2-019-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-020,2,Mogu više!,B2-M04,Upravljam džeparcem,20,Popust nije uvijek ušteda,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Compare unit prices and promotional claims,Choose among fictional package sizes and discount offers,Uses comparable units and explains whether a purchase is needed,L - low-risk paper/ordinary activity,No real purchases or brand promotion,Math teacher,POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-002,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-020-W01;B2-020-C01;B2-020-TG;B2-020-PG;B2-M04-MISSION,B2-020-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-021,2,Mogu više!,B2-M04,Upravljam džeparcem,21,Kartica nije neograničen novac,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Explain a payment, account balance and basic account safety",Track mock card transactions on a paper balance sheet,Updates balance and keeps credentials private,L - low-risk paper/ordinary activity,"No real accounts, PINs, bank apps or account-opening tasks",Financial-literacy educator,POD;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-004,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-021-W01;B2-021-C01;B2-021-TG;B2-021-PG;B2-M04-MISSION,B2-021-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-022,2,Mogu više!,B2-M04,Upravljam džeparcem,22,"Pretplate, igrice i sitni troškovi",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Recognise recurring charges and persuasive purchase design,Find a renewal and total cost in a fictional offer,Calculates recurring cost and identifies cancellation questions,L - low-risk paper/ordinary activity,"No live games, gambling or in-app spending",Consumer-law reviewer,POD;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-004,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-022-W01;B2-022-C01;B2-022-TG;B2-022-PG;B2-M04-MISSION,B2-022-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-023,2,Mogu više!,B2-M04,Upravljam džeparcem,23,Kad novac ili podaci završe u krivim rukama,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Identify fraud signals and a safe help/report sequence,Role-play a fictional suspicious-payment message,"Stops contact, preserves safe evidence and seeks trusted help",L - low-risk paper/ordinary activity,"No contacting scammers, forwarding harmful links or sharing credentials",Cybersecurity reviewer,POD;IKT;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-004,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-023-W01;B2-023-C01;B2-023-TG;B2-023-PG;B2-M04-MISSION,B2-023-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S04;S07;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-024,2,Mogu više!,B2-M04,Upravljam džeparcem,24,"Mala ideja, stvarni troškovi",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Estimate materials, price, waste and responsibilities for a project",Cost a fictional school craft project with tokens,Distinguishes revenue from costs and potential surplus,L - low-risk paper/ordinary activity,"No real trading, child labour, food sales or fundraising without legal school approval",Entrepreneurship teacher,POD;UKU;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-005,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-024-W01;B2-024-C01;B2-024-TG;B2-024-PG;B2-M04-MISSION,B2-024-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
